github.com/AlDanial/cloc v 2.06  T=6.76 s (234.9 files/s, 27163.4 lines/s)
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                                                                    blank        comment           code
.\.vscode\tasks.json                                                                                                                                        0              0             21
.\mutagen-tmp\Mutagen.Bethesda.Core\Environments\DI\IDataDirectoryProvider.cs                                                                               6              0             21
.\mutagen-tmp\Mutagen.Bethesda.Core\Fonts\DI\FontProviderFactory.cs                                                                                         5              0             21
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\ScriptEntry.cs                                                                            6              0             21
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\AddonNode.xml                                                                                 0              0             21
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Container.cs                                                                                  2              0             21
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Faction.cs                                                                                    1              0             21
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Relationship.cs                                                                               2              0             21
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\SoundKeywordMapping.xml                                                                       0              0             21
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\SoundOutputModel.cs                                                                           2              0             21
.\tests\WeaponDataExtractorTests\bin\Release\net8.0-windows\WeaponDataExtractor.Tests.runtimeconfig.json                                                    0              0             21
.\.vscode\settings.json                                                                                                                                     2              0             20
.\mutagen-tmp\Mutagen.Bethesda.Core\Archives\DI\IArchiveNameFromModKeyProvider.cs                                                                           5              0             20
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\PexWriteMeta.cs                                                                                                     3              0             20
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Internals\Constants.cs                                                                                          1              0             20
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Masters\MasterStyle.cs                                                                                          4              0             20
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Order\DI\ModListingToStringConverter.cs                                                                         5              0             20
.\mutagen-tmp\Mutagen.Bethesda.Core\Strings\IStringsFolderLookup.cs                                                                                         5             30             20
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\EquipType.cs                                                                                                  1              0             20
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\GodRays.xml                                                                                   0              0             20
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Ingestible.cs                                                                                 3              0             20
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\LandscapeTexture.xml                                                                          0              0             20
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MaterialSwap.xml                                                                              0              0             20
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\SceneCollection.xml                                                                           0              0             20
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\WaterNoiseProperties.cs                                                                       9              0             20
.\mutagen-tmp\Mutagen.Bethesda.Kernel\Plugins\ModType.cs                                                                                                    4              9             20
.\tests\AutoTests\bin\Release\net8.0-windows\AutoTests.runtimeconfig.json                                                                                   0              0             20
.\tests\WeaponDataExtractorTests\bin\Debug\net8.0-windows\WeaponDataExtractor.Tests.runtimeconfig.json                                                      0              0             20
.\MunitionAutoPatcher\ViewModels\ViewModelBase.cs                                                                                                           5              3             19
.\mutagen-tmp\Directory.Build.targets                                                                                                                       5              5             19
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\DataTypes\PexFile.xml                                                                                               0              0             19
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\AMinimumFormIdOption.cs                                                                       3             16             19
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Streams\WritingBundle.cs                                                                                11             21             19
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\ILink.cs                                                                                                        6             32             19
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Meta\MajorRecordConstants.cs                                                                                    4             20             19
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\Destructible.cs                                                                           2              0             19
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\CellLighting.cs                                                                               1              0             19
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\CellSubBlock.cs                                                                               3              0             19
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\EncounterZone.xml                                                                             0              0             19
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MovableStatic.cs                                                                              1              0             19
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MusicType.xml                                                                                 0              0             19
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\WorldspaceSubBlock.cs                                                                         3              0             19
.\mutagen-tmp\Mutagen.Bethesda.Kernel\Mutagen.Bethesda.Kernel.csproj                                                                                        3              0             19
.\tests\AutoTests\bin\Debug\net8.0-windows\AutoTests.runtimeconfig.json                                                                                     0              0             19
.\tests\WeaponDataExtractorTests\bin\Release\net8.0-windows\MunitionAutoPatcher.runtimeconfig.json                                                          0              0             19
.\MunitionAutoPatcher\Models\ExtractionContext.cs                                                                                                          12             37             18
.\MunitionAutoPatcher\Models\FormKey.cs                                                                                                                     4              3             18
.\MunitionAutoPatcher\MunitionAutoPatcher.csproj                                                                                                            3              0             18
.\MunitionAutoPatcher\Views\InputDialog.xaml                                                                                                                0              0             18
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_whflcedd_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             18
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_zzxtah2o_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             18
.\MunitionAutoPatcher\obj\MunitionAutoPatcher_zullirnq_wpftmp.csproj.nuget.g.props                                                                          0              0             18
.\MunitionAutoPatcher\obj\Release\net8.0-windows\MunitionAutoPatcher_tjiekoxt_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                              0              0             18
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Order\DI\CreationClubRawListingsReader.cs                                                                       2              0             18
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Order\LoadOrderTimestampComparer.cs                                                                             4              0             18
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\KeyedMasterStyle.cs                                                                                     3              0             18
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Interfaces\Aspect\IObjectBounded.cs                                                                                 5             12             18
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\Decal.xml                                                                                 0              0             18
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\AMagicEffectArchetype.cs                                                                      4              0             18
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\APackageData.cs                                                                               5              0             18
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\AssociationType.xml                                                                           0              0             18
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\CombatStyle.cs                                                                                2              0             18
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Impact.cs                                                                                     2              0             18
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\NavigationMeshObstacleManager.xml                                                             0              0             18
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\ObjectEffect.cs                                                                               3              0             18
.\tests\AutoTests\obj\AutoTests.csproj.nuget.g.props                                                                                                        0              0             18
.\tests\AutoTests\obj\Debug\net8.0-windows\AutoTests.GeneratedMSBuildEditorConfig.editorconfig                                                              0              0             18
.\tests\AutoTests\obj\Release\net8.0-windows\AutoTests.GeneratedMSBuildEditorConfig.editorconfig                                                            0              0             18
.\tests\LinkCacheHelperTests\LinkCacheHelperTests.csproj                                                                                                    6              0             18
.\tests\LinkCacheHelperTests\obj\Debug\net8.0-windows\LinkCacheHelperTests.GeneratedMSBuildEditorConfig.editorconfig                                        0              0             18
.\tests\LinkCacheHelperTests\obj\Release\net8.0-windows\LinkCacheHelperTests.GeneratedMSBuildEditorConfig.editorconfig                                      0              0             18
.\tests\WeaponDataExtractorTests\bin\Debug\net8.0-windows\MunitionAutoPatcher.runtimeconfig.json                                                            0              0             18
.\tests\WeaponDataExtractorTests\obj\Release\net8.0-windows\WeaponDataExtractor.Tests.GeneratedMSBuildEditorConfig.editorconfig                             0              0             18
.\MunitionAutoPatcher\Services\Implementations\NoOpMutagenEnvironment.cs                                                                                    7              5             17
.\MunitionAutoPatcher\obj\Release\net8.0\MunitionAutoPatcher.GeneratedMSBuildEditorConfig.editorconfig                                                      0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Inis\Ini.cs                                                                                                             4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Translations\DateTimeBinaryTranslation.cs                                                                4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Translations\IBinaryItem.cs                                                                              3              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Exceptions\RecordCollisionException.cs                                                                          2              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\FormLinkTypelessComparer.cs                                                                                     4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Order\DI\HasEnabledMarkersProvider.cs                                                                           6              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\ByteBinaryTranslation.cs                                                                            4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\CharBinaryTranslation.cs                                                                            4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\DoubleBinaryTranslation.cs                                                                          4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\Int16BinaryTranslation.cs                                                                           4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\Int32BinaryTranslation.cs                                                                           4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\Int64BinaryTranslation.cs                                                                           4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\Int8BinaryTranslation.cs                                                                            4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\SByteBinaryTranslation.cs                                                                           4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\UInt16BinaryTranslation.cs                                                                          4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\UInt32BinaryTranslation.cs                                                                          4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\UInt64BinaryTranslation.cs                                                                          4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\ActivateParents.xml                                                                       0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\ConditionFloat.cs                                                                         4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\ConditionGlobal.cs                                                                        4              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\ContainerEntry.xml                                                                        0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\Effect.xml                                                                                0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\NavmeshTriangle.cs                                                                        1              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\ArtObject.xml                                                                                 0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\AttractionRule.xml                                                                            0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Class.xml                                                                                     0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Component.xml                                                                                 0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\FormList.xml                                                                                  0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Relationship.xml                                                                              0              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\StaticCollection.cs                                                                           1              0             17
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Transform.xml                                                                                 0              0             17
.\tests\AutoTests\AutoTests.csproj                                                                                                                          5              0             17
.\MunitionAutoPatcher\Models\OmodCandidate.cs                                                                                                               2              2             16
.\mutagen-tmp\Mutagen.Bethesda.Core\Archives\Bsa\BsaArchiveFlags.cs                                                                                         1              0             16
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Allocators\ISharedFormKeyAllocator.cs                                                                           4              0             16
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\AMastersListOrderingOption.cs                                                                 3              3             16
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Exceptions\MissingModException.cs                                                                               4              0             16
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Exceptions\TooManyMastersException.cs                                                                           5              0             16
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Implicit\DI\ImplicitBaseMasterProvider.cs                                                                       5              0             16
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Implicit\DI\ImplicitListingModKeyProvider.cs                                                                    5              0             16
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Implicit\DI\ImplicitRecordFormKeyProvider.cs                                                                    5              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Plugins\Cache\Internals\Fallout4OverrideMaskRegistration.cs                                                         2              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\Model.xml                                                                                 0              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\Ownership.xml                                                                             0              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\AcousticSpace.xml                                                                             0              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Ammunition.cs                                                                                 2              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\DialogBranch.cs                                                                               2              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\DialogView.xml                                                                                0              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\GlobalFloat.cs                                                                                3              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\RegionDataObject.cs                                                                           1              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\RegionObject.cs                                                                               1              0             16
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Scene.cs                                                                                      2              0             16
.\tests\WeaponDataExtractorTests\WeaponDataExtractor.Tests.csproj                                                                                           4              0             16
.\.vscode\mcp.json                                                                                                                                          0              0             15
.\MunitionAutoPatcher\Models\ConfirmationContext.cs                                                                                                         9             27             15
.\mutagen-tmp\Mutagen.Bethesda.Core\Environments\DI\IGameCategoryContext.cs                                                                                 5              0             15
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\PexMixIn.cs                                                                                                         5              6             15
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Binary\Parameters\BinaryReadParameters.cs                                                                       7             15             15
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\TypicalBinaryTranslation.cs                                                                         5              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\GroupTypeEnum.cs                                                                                              1              3             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Enums\LockLevel.cs                                                                                                  1              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\AmbientColors.xml                                                                         0              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\AttackData.cs                                                                             1              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\ObjectBounds.xml                                                                          0              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\AudioCategorySnapshot.xml                                                                     0              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\CameraPath.xml                                                                                0              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\CollisionLayer.xml                                                                            0              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MaterialType.xml                                                                              0              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\SoundCategory.cs                                                                              1              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\SoundCategory.xml                                                                             0              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\TalkingActivator.cs                                                                           2              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\WorldspaceParent.cs                                                                           1              0             15
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Zoom.xml                                                                                      0              0             15
.\tests\WeaponDataExtractorTests\obj\WeaponDataExtractor.Tests.csproj.nuget.g.targets                                                                       0              0             15
.\config\config.sample.json                                                                                                                                 0              0             14
.\mutagen-tmp\Mutagen.Bethesda.Core\Archives\Bsa\BsaFileFlags.cs                                                                                            1              0             14
.\mutagen-tmp\Mutagen.Bethesda.Core\Pex\Extensions\NumericExtensions.cs                                                                                     2              0             14
.\mutagen-tmp\Mutagen.Bethesda.Core\Plugins\Records\ProtocolDefinition_Bethesda.cs                                                                          2              0             14
.\mutagen-tmp\Mutagen.Bethesda.Core\Strings\IStringsLookup.cs                                                                                               3             14             14
.\mutagen-tmp\Mutagen.Bethesda.Core\Translations\Binary\UtilityTranslation.cs                                                                               3              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\LinkedReferences.xml                                                                      0              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Common Subrecords\TopicReference.xml                                                                        0              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\AnimationSoundTagSet.xml                                                                      0              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\DefaultObjectManager.xml                                                                      0              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Hazard.cs                                                                                     1              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\ImpactDataSet.xml                                                                             0              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Ingredient.cs                                                                                 2              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\Keyword.xml                                                                                   0              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\MusicType.cs                                                                                  1              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\ObjectVisibilityManager.xml                                                                   0              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\PlacedNpc.cs                                                                                  1              0             14
.\mutagen-tmp\Mutagen.Bethesda.Fallout4\Records\Major Records\VisualEffect.xml                                                                              0              0             14
.\MunitionAutoPatcher\Models\WeaponData.cs                                                                                                                  1              3             13
.\MunitionAutoPatcher\Services\Interfaces\IWeaponDataExtractor.cs                                                                                           1              7             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_01415ubo_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0ecxih02_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0fp5zscd_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0jtl3hlw_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0m2u3exc_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0nksnyeh_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0oxubtwa_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0qkmbe04_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0rr5ksje_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0u1u00uy_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_0yioc3y3_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_1bazoyde_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_1e4kuivs_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_1exi5o3l_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_1fwk33hx_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_1jcgumgo_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_1jdc3uac_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_1ogtyej0_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_1xdrxajf_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_22ssktha_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_2gcgti22_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_2lhn2xin_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_2mu50l05_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_2otg0aic_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_2qdi20sn_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_2wmtsnub_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_31gix4bi_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_3b3yzhg3_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_3diy1djv_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_3ejbxfcm_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_3fikwq35_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_3ymc1h4o_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_42wekagf_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_4dktx2ye_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_4p3vl40t_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_4pppsdrk_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_51tf5aez_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_55lgc1rl_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_5be14ptk_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_5cz15aiw_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_5ewzarog_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_5peefxa0_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_5pplehuv_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_5puolobm_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_5wotojel_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_5wwut30g_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_5yrzp4v3_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_a01blhhp_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_a3nqknfe_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
.\MunitionAutoPatcher\obj\Debug\net8.0-windows\MunitionAutoPatcher_ahvakx1i_wpftmp.GeneratedMSBuildEditorConfig.editorconfig                                0              0             13
